DATE,STATION,LATITUDE,LONGITUDE,ELEVATION,TEMP,DEWP,SLP,STP,WDSP,MXSPD,MAX,MIN,PRCP,FRSHTT,RANGE,location,country
2007-07-12,71784100000.0,49.35,-123.2,168.0,76.4,52.6,1012.6,992.9,1.9,5.8,96.6,66.7,0.0,0.0,29.89999999999999,WEST VANCOUVER AUT,CA
2007-07-13,71784100000.0,49.35,-123.2,168.0,68.8,56.8,1015.5,995.7,2.7,8.0,73.4,62.6,0.0,0.0,10.800000000000004,WEST VANCOUVER AUT,CA
2007-07-14,71784100000.0,49.35,-123.2,168.0,67.3,57.6,1017.4,997.4,1.5,3.9,77.0,59.9,0.0,0.0,17.1,WEST VANCOUVER AUT,CA
2007-07-15,71784100000.0,49.35,-123.2,168.0,68.7,57.3,1014.2,994.3,1.9,4.9,77.5,59.5,0.0,0.0,18.0,WEST VANCOUVER AUT,CA
2007-07-16,71784100000.0,49.35,-123.2,168.0,66.8,54.8,1014.6,994.7,1.5,3.9,75.7,59.4,0.0,0.0,16.300000000000004,WEST VANCOUVER AUT,CA
2007-07-17,71784100000.0,49.35,-123.2,168.0,64.2,54.1,1012.0,992.1,1.6,4.9,76.6,59.4,0.16,0.0,17.199999999999996,WEST VANCOUVER AUT,CA
2007-07-18,71784100000.0,49.35,-123.2,168.0,60.7,57.5,1011.4,991.5,0.7,1.9,69.3,56.8,0.02,0.0,12.5,WEST VANCOUVER AUT,CA
2007-07-19,71784100000.0,49.35,-123.2,168.0,59.6,56.8,1011.6,991.6,3.6,5.1,66.2,57.2,0.84,0.0,9.0,WEST VANCOUVER AUT,CA
2007-07-20,71784100000.0,49.35,-123.2,168.0,61.7,55.4,1011.4,991.4,2.5,5.8,69.4,56.7,0.09,0.0,12.700000000000005,WEST VANCOUVER AUT,CA
2007-07-21,71784100000.0,49.35,-123.2,168.0,59.4,56.1,1011.5,991.5,4.1,5.8,64.4,57.2,0.69,0.0,7.200000000000003,WEST VANCOUVER AUT,CA
2007-07-22,71784100000.0,49.35,-123.2,168.0,62.2,59.4,1014.0,994.0,5.1,8.0,65.1,57.0,1.2,0.0,8.099999999999994,WEST VANCOUVER AUT,CA
2007-07-23,71784100000.0,49.35,-123.2,168.0,62.2,59.9,1017.8,997.7,1.7,5.1,66.2,60.4,0.37,0.0,5.800000000000004,WEST VANCOUVER AUT,CA
2007-07-24,71784100000.0,49.35,-123.2,168.0,61.1,54.8,1018.8,998.7,1.6,2.9,68.2,55.4,0.01,0.0,12.800000000000004,WEST VANCOUVER AUT,CA
2007-07-25,71784100000.0,49.35,-123.2,168.0,60.7,52.6,1017.5,997.5,1.7,4.1,71.6,53.6,0.0,0.0,17.999999999999993,WEST VANCOUVER AUT,CA
2007-07-26,71784100000.0,49.35,-123.2,168.0,64.0,54.9,1014.9,994.9,1.3,2.9,75.2,55.4,0.0,0.0,19.800000000000004,WEST VANCOUVER AUT,CA
2007-07-27,71784100000.0,49.35,-123.2,168.0,66.8,53.0,1016.5,996.5,3.0,7.0,76.5,55.9,0.0,0.0,20.6,WEST VANCOUVER AUT,CA
2007-07-28,71784100000.0,49.35,-123.2,168.0,64.0,53.8,1015.6,995.6,2.4,5.1,76.3,59.0,0.0,0.0,17.299999999999997,WEST VANCOUVER AUT,CA
2007-07-29,71784100000.0,49.35,-123.2,168.0,64.3,54.2,1016.1,996.1,2.0,4.9,75.4,59.0,0.0,0.0,16.400000000000006,WEST VANCOUVER AUT,CA
2007-07-30,71784100000.0,49.35,-123.2,168.0,59.7,48.5,1018.8,998.6,2.0,4.1,72.1,51.1,0.0,0.0,20.999999999999996,WEST VANCOUVER AUT,CA
2007-07-31,71784100000.0,49.35,-123.2,168.0,60.9,48.1,1019.7,999.6,1.9,3.9,72.0,51.1,0.0,0.0,20.9,WEST VANCOUVER AUT,CA
2007-08-01,71784100000.0,49.35,-123.2,168.0,64.2,51.1,1019.2,999.1,1.5,2.9,73.4,56.8,0.0,0.0,16.60000000000001,WEST VANCOUVER AUT,CA
2007-08-02,71784100000.0,49.35,-123.2,168.0,66.8,52.3,1015.8,995.8,1.3,2.9,77.0,59.0,0.0,0.0,18.0,WEST VANCOUVER AUT,CA
2007-08-03,71784100000.0,49.35,-123.2,168.0,64.2,53.0,1015.9,996.0,2.6,4.9,79.2,56.7,0.01,0.0,22.5,WEST VANCOUVER AUT,CA
2007-08-04,71784100000.0,49.35,-123.2,168.0,62.1,54.1,1018.8,998.7,1.6,3.9,71.6,55.4,0.0,0.0,16.199999999999996,WEST VANCOUVER AUT,CA
2007-08-05,71784100000.0,49.35,-123.2,168.0,64.0,54.6,1018.8,998.7,1.3,1.9,73.4,55.4,0.0,0.0,18.000000000000007,WEST VANCOUVER AUT,CA
2007-08-06,71784100000.0,49.35,-123.2,168.0,65.8,54.6,1011.8,991.9,2.3,5.8,75.7,55.8,0.0,0.0,19.90000000000001,WEST VANCOUVER AUT,CA
2007-08-07,71784100000.0,49.35,-123.2,168.0,60.1,53.6,1013.2,993.2,3.6,6.0,70.9,55.4,0.01,0.0,15.500000000000009,WEST VANCOUVER AUT,CA
2007-08-08,71784100000.0,49.35,-123.2,168.0,59.4,54.1,1015.1,995.0,2.7,4.1,69.8,56.5,0.19,0.0,13.299999999999995,WEST VANCOUVER AUT,CA
2007-08-09,71784100000.0,49.35,-123.2,168.0,59.5,50.9,1016.3,996.2,1.6,2.9,71.2,53.1,0.0,0.0,18.1,WEST VANCOUVER AUT,CA
2007-08-10,71784100000.0,49.35,-123.2,168.0,59.7,50.5,1018.3,998.2,1.5,2.9,68.0,53.6,0.0,0.0,14.4,WEST VANCOUVER AUT,CA
2007-08-11,71784100000.0,49.35,-123.2,168.0,59.3,50.2,1017.5,997.4,2.0,5.1,70.0,52.2,0.0,0.0,17.799999999999997,WEST VANCOUVER AUT,CA
2007-08-12,71784100000.0,49.35,-123.2,168.0,57.9,50.7,1015.1,995.0,2.4,4.9,68.0,51.8,0.08,0.0,16.200000000000003,WEST VANCOUVER AUT,CA
2007-08-13,71784100000.0,49.35,-123.2,168.0,60.0,49.1,1020.6,0.4,2.0,6.0,75.2,50.0,0.0,0.0,25.200000000000003,WEST VANCOUVER AUT,CA
2007-08-14,71784100000.0,49.35,-123.2,168.0,63.1,47.2,1018.2,998.1,1.6,2.9,75.6,50.2,0.0,0.0,25.39999999999999,WEST VANCOUVER AUT,CA
2007-08-15,71784100000.0,49.35,-123.2,168.0,66.8,49.4,1013.7,993.8,1.7,4.9,78.8,58.8,0.0,0.0,20.0,WEST VANCOUVER AUT,CA
2007-08-16,71784100000.0,49.35,-123.2,168.0,67.9,50.8,1010.4,990.7,2.9,5.8,82.6,57.2,0.0,0.0,25.39999999999999,WEST VANCOUVER AUT,CA
2007-08-17,71784100000.0,49.35,-123.2,168.0,61.0,52.4,1014.8,994.8,2.7,5.8,70.7,53.6,0.16,0.0,17.1,WEST VANCOUVER AUT,CA
2007-08-18,71784100000.0,49.35,-123.2,168.0,60.4,52.1,1013.1,993.1,1.3,3.9,71.1,53.6,0.01,0.0,17.499999999999993,WEST VANCOUVER AUT,CA
2007-08-19,71784100000.0,49.35,-123.2,168.0,59.1,51.6,1009.6,989.7,1.8,4.1,67.1,53.4,0.04,0.0,13.699999999999996,WEST VANCOUVER AUT,CA
2007-08-20,71784100000.0,49.35,-123.2,168.0,59.2,52.9,1013.2,993.1,2.4,5.8,68.9,53.4,0.25,0.0,15.500000000000009,WEST VANCOUVER AUT,CA
2007-08-21,71784100000.0,49.35,-123.2,168.0,60.8,54.5,1017.7,997.6,1.1,1.9,69.8,55.4,0.03,0.0,14.4,WEST VANCOUVER AUT,CA
2007-08-22,71784100000.0,49.35,-123.2,168.0,61.6,54.3,1019.3,999.3,1.7,4.9,71.6,54.9,0.0,0.0,16.699999999999996,WEST VANCOUVER AUT,CA
2007-08-23,71784100000.0,49.35,-123.2,168.0,62.6,54.7,1015.9,995.9,1.6,3.9,72.0,54.3,0.0,0.0,17.700000000000003,WEST VANCOUVER AUT,CA
2007-08-24,71784100000.0,49.35,-123.2,168.0,63.5,54.8,1013.8,993.8,1.4,1.9,75.2,55.4,0.0,0.0,19.800000000000004,WEST VANCOUVER AUT,CA
2007-08-25,71784100000.0,49.35,-123.2,168.0,61.8,52.1,1011.7,991.8,3.5,6.0,76.1,55.6,0.0,0.0,20.499999999999996,WEST VANCOUVER AUT,CA
2007-08-26,71784100000.0,49.35,-123.2,168.0,58.8,52.8,1013.3,993.2,2.0,4.1,66.2,53.6,0.37,0.0,12.6,WEST VANCOUVER AUT,CA
2007-08-27,71784100000.0,49.35,-123.2,168.0,57.3,48.2,1018.8,998.7,2.5,5.8,66.2,50.0,0.0,0.0,16.200000000000003,WEST VANCOUVER AUT,CA
2007-08-28,71784100000.0,49.35,-123.2,168.0,57.3,48.2,1018.8,998.7,2.5,5.8,66.2,50.0,0.0,0.0,16.200000000000003,WEST VANCOUVER AUT,CA
2007-08-29,71784100000.0,49.35,-123.2,168.0,64.5,51.7,1018.8,998.7,1.7,3.9,82.4,56.7,0.0,0.0,25.700000000000003,WEST VANCOUVER AUT,CA
2007-08-30,71784100000.0,49.35,-123.2,168.0,69.2,53.0,1012.3,992.5,1.4,3.9,84.2,58.8,0.0,0.0,25.40000000000001,WEST VANCOUVER AUT,CA
2007-08-31,71784100000.0,49.35,-123.2,168.0,64.1,54.8,1014.0,994.2,1.3,2.9,80.8,58.8,0.0,0.0,22.0,WEST VANCOUVER AUT,CA
2007-09-01,71784100000.0,49.35,-123.2,168.0,58.5,50.2,1017.8,997.8,1.5,3.9,69.8,51.8,0.01,0.0,18.0,WEST VANCOUVER AUT,CA
2007-09-02,71784100000.0,49.35,-123.2,168.0,58.1,49.5,1014.4,994.3,1.7,3.9,71.4,50.9,0.03,0.0,20.500000000000007,WEST VANCOUVER AUT,CA
2007-09-03,71784100000.0,49.35,-123.2,168.0,59.1,54.1,1014.8,994.7,2.2,5.8,68.0,53.6,0.09,0.0,14.4,WEST VANCOUVER AUT,CA
2007-09-04,71784100000.0,49.35,-123.2,168.0,60.6,57.7,1014.8,994.7,1.1,1.9,72.7,54.1,0.2,0.0,18.6,WEST VANCOUVER AUT,CA
2007-09-05,71784100000.0,49.35,-123.2,168.0,61.8,55.0,1014.8,994.7,1.3,3.9,70.5,55.9,0.0,0.0,14.6,WEST VANCOUVER AUT,CA
2007-09-06,71784100000.0,49.35,-123.2,168.0,58.3,51.1,1018.2,998.1,1.6,3.9,68.0,51.6,0.0,0.0,16.4,WEST VANCOUVER AUT,CA
2007-09-07,71784100000.0,49.35,-123.2,168.0,56.1,47.5,1021.5,1.2,1.8,3.9,66.2,48.2,0.0,0.0,18.0,WEST VANCOUVER AUT,CA
2007-09-08,71784100000.0,49.35,-123.2,168.0,59.1,47.8,1025.7,5.4,1.9,3.9,71.6,51.8,0.0,0.0,19.8,WEST VANCOUVER AUT,CA
2007-09-09,71784100000.0,49.35,-123.2,168.0,61.7,45.9,1024.1,3.9,1.3,2.9,75.2,53.4,0.0,0.0,21.800000000000004,WEST VANCOUVER AUT,CA
2007-09-10,71784100000.0,49.35,-123.2,168.0,65.6,45.8,1022.1,2.0,1.9,3.9,78.4,52.9,0.0,0.0,25.500000000000007,WEST VANCOUVER AUT,CA
2007-09-11,71784100000.0,49.35,-123.2,168.0,67.2,51.2,1016.8,996.9,1.1,2.9,77.0,59.0,0.0,0.0,18.0,WEST VANCOUVER AUT,CA
2007-09-12,71784100000.0,49.35,-123.2,168.0,62.1,51.8,1013.8,993.9,1.1,1.9,74.5,53.6,0.0,0.0,20.9,WEST VANCOUVER AUT,CA
2007-09-13,71784100000.0,49.35,-123.2,168.0,61.4,49.2,1014.5,994.5,1.0,1.9,73.4,53.6,0.0,0.0,19.800000000000004,WEST VANCOUVER AUT,CA
2007-09-14,71784100000.0,49.35,-123.2,168.0,61.5,50.8,1016.1,996.1,2.0,4.9,74.3,52.5,0.0,0.0,21.8,WEST VANCOUVER AUT,CA
2007-09-15,71784100000.0,49.35,-123.2,168.0,59.1,50.8,1018.0,997.9,1.7,3.9,70.2,52.5,0.0,0.0,17.700000000000003,WEST VANCOUVER AUT,CA
2007-09-16,71784100000.0,49.35,-123.2,168.0,55.3,49.6,1015.8,995.7,2.7,5.8,63.1,51.8,0.04,0.0,11.300000000000004,WEST VANCOUVER AUT,CA
2007-09-17,71784100000.0,49.35,-123.2,168.0,53.7,49.5,1016.9,996.7,1.2,2.9,62.6,48.2,0.08,0.0,14.4,WEST VANCOUVER AUT,CA
2007-09-18,71784100000.0,49.35,-123.2,168.0,51.9,45.1,1018.3,998.0,2.4,5.1,63.7,46.8,0.0,0.0,16.900000000000006,WEST VANCOUVER AUT,CA
2007-09-19,71784100000.0,49.35,-123.2,168.0,51.2,42.1,1019.4,999.0,1.7,5.1,69.8,42.8,0.0,0.0,27.0,WEST VANCOUVER AUT,CA
2007-09-20,71784100000.0,49.35,-123.2,168.0,52.7,45.7,1017.1,996.9,1.1,2.9,70.3,42.6,0.12,0.0,27.7,WEST VANCOUVER AUT,CA
2007-09-21,71784100000.0,49.35,-123.2,168.0,51.2,48.4,1017.7,997.4,2.1,4.9,53.6,48.2,0.04,0.0,5.399999999999999,WEST VANCOUVER AUT,CA
2007-09-22,71784100000.0,49.35,-123.2,168.0,52.0,47.1,1011.5,991.3,2.6,4.9,60.8,44.4,0.39,0.0,16.4,WEST VANCOUVER AUT,CA
2007-09-23,71784100000.0,49.35,-123.2,168.0,50.6,44.4,1015.6,995.3,1.6,4.1,59.4,42.8,0.0,0.0,16.6,WEST VANCOUVER AUT,CA
2007-09-24,71784100000.0,49.35,-123.2,168.0,51.5,44.5,1022.9,2.6,2.1,5.8,60.8,43.3,0.0,0.0,17.5,WEST VANCOUVER AUT,CA
2007-09-25,71784100000.0,49.35,-123.2,168.0,51.2,48.3,1022.9,2.6,1.2,2.9,61.9,45.7,0.07,0.0,16.199999999999996,WEST VANCOUVER AUT,CA
2007-09-26,71784100000.0,49.35,-123.2,168.0,52.5,48.5,1024.8,4.5,1.0,2.9,59.0,50.0,0.0,0.0,9.0,WEST VANCOUVER AUT,CA
2007-09-27,71784100000.0,49.35,-123.2,168.0,52.6,48.1,1016.7,996.5,1.6,3.9,61.2,47.8,0.0,0.0,13.400000000000006,WEST VANCOUVER AUT,CA
2007-09-28,71784100000.0,49.35,-123.2,168.0,49.5,44.9,1006.1,986.0,1.9,3.9,57.2,41.0,0.46,0.0,16.200000000000003,WEST VANCOUVER AUT,CA
2007-09-29,71784100000.0,49.35,-123.2,168.0,47.9,41.8,1012.7,992.5,3.2,7.0,58.8,41.2,0.0,0.0,17.599999999999994,WEST VANCOUVER AUT,CA
2007-09-30,71784100000.0,49.35,-123.2,168.0,48.2,45.6,1009.4,989.2,7.9,10.9,50.0,46.4,2.05,0.0,3.6000000000000014,WEST VANCOUVER AUT,CA
2007-10-01,71784100000.0,49.35,-123.2,168.0,50.3,48.1,1010.2,990.0,2.7,6.0,53.6,48.2,0.59,0.0,5.399999999999999,WEST VANCOUVER AUT,CA
2007-10-02,71784100000.0,49.35,-123.2,168.0,50.0,48.2,1015.1,994.8,2.1,4.9,56.3,46.6,0.32,0.0,9.699999999999996,WEST VANCOUVER AUT,CA
2007-10-03,71784100000.0,49.35,-123.2,168.0,45.6,43.4,1009.6,989.4,1.8,4.1,52.3,42.6,0.29,0.0,9.699999999999996,WEST VANCOUVER AUT,CA
2007-10-04,71784100000.0,49.35,-123.2,168.0,45.3,41.6,1009.8,989.5,2.4,5.1,50.0,42.6,0.15,0.0,7.399999999999999,WEST VANCOUVER AUT,CA
2007-10-05,71784100000.0,49.35,-123.2,168.0,43.8,39.0,1016.1,995.7,2.2,4.9,55.4,37.4,0.04,0.0,18.0,WEST VANCOUVER AUT,CA
2007-10-06,71784100000.0,49.35,-123.2,168.0,46.0,41.2,1020.6,0.1,2.9,4.9,55.4,37.4,0.05,0.0,18.0,WEST VANCOUVER AUT,CA
2007-10-07,71784100000.0,49.35,-123.2,168.0,50.3,47.8,1015.2,994.9,5.5,7.0,53.6,46.0,0.93,0.0,7.600000000000001,WEST VANCOUVER AUT,CA
2007-10-08,71784100000.0,49.35,-123.2,168.0,46.4,42.5,1017.0,996.7,2.0,3.9,58.3,39.7,0.35,0.0,18.599999999999994,WEST VANCOUVER AUT,CA
2007-10-09,71784100000.0,49.35,-123.2,168.0,49.9,44.0,1007.5,987.4,2.1,7.0,62.6,44.6,0.0,0.0,18.0,WEST VANCOUVER AUT,CA
2007-10-10,71784100000.0,49.35,-123.2,168.0,55.9,48.2,1006.0,986.0,3.5,8.0,63.1,46.4,0.22,0.0,16.700000000000003,WEST VANCOUVER AUT,CA
2007-10-11,71784100000.0,49.35,-123.2,168.0,51.4,44.8,1006.0,986.0,1.9,3.9,61.9,47.1,0.0,0.0,14.799999999999995,WEST VANCOUVER AUT,CA
2007-10-12,71784100000.0,49.35,-123.2,168.0,49.8,43.0,1013.2,992.9,1.1,1.9,57.2,46.4,0.0,0.0,10.800000000000004,WEST VANCOUVER AUT,CA
2007-10-13,71784100000.0,49.35,-123.2,168.0,48.9,42.1,1015.6,995.3,1.5,2.9,60.8,42.8,0.0,0.0,18.0,WEST VANCOUVER AUT,CA
2007-10-14,71784100000.0,49.35,-123.2,168.0,50.8,42.7,1014.7,994.4,1.3,3.9,60.8,43.3,0.0,0.0,17.5,WEST VANCOUVER AUT,CA
2007-10-15,71784100000.0,49.35,-123.2,168.0,53.5,47.3,1008.3,988.3,2.2,7.0,61.5,44.8,0.0,0.0,16.700000000000003,WEST VANCOUVER AUT,CA
2007-10-16,71784100000.0,49.35,-123.2,168.0,49.9,44.4,1002.2,982.3,4.9,8.0,58.3,45.9,0.16,0.0,12.4,WEST VANCOUVER AUT,CA
2007-10-17,71784100000.0,49.35,-123.2,168.0,45.6,40.9,1003.0,982.8,4.4,6.0,55.4,41.4,0.44,0.0,14.0,WEST VANCOUVER AUT,CA
2007-10-18,71784100000.0,49.35,-123.2,168.0,44.8,41.4,1006.6,986.4,4.8,8.0,48.6,41.4,0.6,0.0,7.200000000000003,WEST VANCOUVER AUT,CA
2007-10-19,71784100000.0,49.35,-123.2,168.0,43.7,41.9,998.1,978.0,1.5,4.1,48.2,42.4,1.26,0.0,5.800000000000004,WEST VANCOUVER AUT,CA
2007-10-20,71784100000.0,49.35,-123.2,168.0,43.7,41.8,1005.8,985.5,3.4,4.9,48.7,42.1,1.15,0.0,6.600000000000001,WEST VANCOUVER AUT,CA
2007-10-21,71784100000.0,49.35,-123.2,168.0,45.6,43.6,1023.7,3.1,3.0,4.1,46.9,42.1,0.49,0.0,4.799999999999997,WEST VANCOUVER AUT,CA
2007-10-22,71784100000.0,49.35,-123.2,168.0,48.3,45.7,1028.2,7.5,5.2,7.0,53.6,46.4,2.04,0.0,7.200000000000003,WEST VANCOUVER AUT,CA
2007-10-23,71784100000.0,49.35,-123.2,168.0,56.4,51.1,1026.7,6.2,2.3,4.9,68.0,52.7,0.02,0.0,15.299999999999995,WEST VANCOUVER AUT,CA
2007-10-24,71784100000.0,49.35,-123.2,168.0,56.3,50.0,1018.0,997.9,2.1,5.8,63.1,50.0,0.19,0.0,13.1,WEST VANCOUVER AUT,CA
2007-10-25,71784100000.0,49.35,-123.2,168.0,43.7,35.4,1027.8,7.3,2.1,5.8,62.6,36.5,0.0,0.0,26.1,WEST VANCOUVER AUT,CA
2007-10-26,71784100000.0,49.35,-123.2,168.0,41.2,33.3,1034.8,13.9,2.0,4.9,51.8,35.6,0.0,0.0,16.199999999999996,WEST VANCOUVER AUT,CA
2007-10-27,71784100000.0,49.35,-123.2,168.0,42.2,35.5,1028.2,7.5,1.2,2.9,51.6,36.0,0.0,0.0,15.6,WEST VANCOUVER AUT,CA
2007-10-28,71784100000.0,49.35,-123.2,168.0,45.0,41.1,1023.9,3.4,1.9,5.1,48.2,41.0,0.03,0.0,7.200000000000003,WEST VANCOUVER AUT,CA
2007-10-29,71784100000.0,49.35,-123.2,168.0,47.4,44.4,1021.8,1.3,2.3,5.8,51.8,45.5,0.28,0.0,6.299999999999997,WEST VANCOUVER AUT,CA
2007-10-30,71784100000.0,49.35,-123.2,168.0,43.4,39.4,1025.9,5.3,1.8,7.0,52.5,38.5,0.0,0.0,14.0,WEST VANCOUVER AUT,CA
2007-10-31,71784100000.0,49.35,-123.2,168.0,42.0,37.2,1027.8,7.1,1.3,3.9,50.7,38.3,0.0,0.0,12.400000000000006,WEST VANCOUVER AUT,CA
2007-11-01,71784100000.0,49.35,-123.2,168.0,43.2,37.7,1026.6,5.9,1.7,3.9,48.2,35.6,0.08,0.0,12.6,WEST VANCOUVER AUT,CA
2007-11-02,71784100000.0,49.35,-123.2,168.0,39.4,34.6,1031.6,10.8,2.1,4.9,50.0,35.6,0.0,0.0,14.4,WEST VANCOUVER AUT,CA
2007-11-03,71784100000.0,49.35,-123.2,168.0,42.3,39.0,1029.2,8.4,3.5,5.1,48.2,39.2,0.73,0.0,9.0,WEST VANCOUVER AUT,CA
2007-11-04,71784100000.0,49.35,-123.2,168.0,48.1,46.1,1022.6,2.1,2.0,5.1,50.0,46.2,0.35,0.0,3.799999999999997,WEST VANCOUVER AUT,CA
2007-11-05,71784100000.0,49.35,-123.2,168.0,42.3,39.3,1026.0,5.3,2.1,5.8,50.0,39.2,0.0,0.0,10.799999999999995,WEST VANCOUVER AUT,CA
2007-11-06,71784100000.0,49.35,-123.2,168.0,44.0,41.5,1021.2,0.7,0.7,1.9,50.5,38.1,0.0,0.0,12.4,WEST VANCOUVER AUT,CA
2007-11-07,71784100000.0,49.35,-123.2,168.0,47.1,45.1,1020.7,0.2,1.7,4.9,50.0,44.6,0.41,0.0,5.399999999999999,WEST VANCOUVER AUT,CA
2007-11-08,71784100000.0,49.35,-123.2,168.0,47.7,46.8,1017.4,997.0,0.3,1.0,50.0,46.4,0.12,0.0,3.6000000000000014,WEST VANCOUVER AUT,CA
2007-11-09,71784100000.0,49.35,-123.2,168.0,50.5,46.5,1007.3,987.2,3.8,7.0,56.3,46.4,0.39,0.0,9.9,WEST VANCOUVER AUT,CA
2007-11-10,71784100000.0,49.35,-123.2,168.0,48.3,41.3,1004.9,984.9,3.9,8.0,56.1,41.9,0.61,0.0,14.200000000000005,WEST VANCOUVER AUT,CA
2007-11-11,71784100000.0,49.35,-123.2,168.0,44.1,37.9,1011.3,991.0,4.1,5.8,53.1,40.5,0.09,0.0,12.6,WEST VANCOUVER AUT,CA
2007-11-12,71784100000.0,49.35,-123.2,168.0,45.5,39.1,1011.3,991.0,6.2,11.8,51.8,41.0,0.85,0.0,10.799999999999995,WEST VANCOUVER AUT,CA
2007-11-13,71784100000.0,49.35,-123.2,168.0,42.3,34.6,1015.1,994.7,2.1,4.9,53.1,37.2,0.0,0.0,15.9,WEST VANCOUVER AUT,CA
2007-11-14,71784100000.0,49.35,-123.2,168.0,38.7,33.4,1028.2,7.5,1.3,2.9,50.9,34.5,0.0,0.0,16.4,WEST VANCOUVER AUT,CA
2007-11-15,71784100000.0,49.35,-123.2,168.0,47.5,41.4,1028.2,7.5,5.0,8.0,53.6,34.5,0.25,0.0,19.1,WEST VANCOUVER AUT,CA
2007-11-16,71784100000.0,49.35,-123.2,168.0,47.8,44.3,1006.7,986.5,3.9,8.0,51.8,45.1,0.88,0.0,6.699999999999996,WEST VANCOUVER AUT,CA
2007-11-17,71784100000.0,49.35,-123.2,168.0,43.7,40.3,1011.0,990.7,2.0,4.1,52.0,40.1,0.0,0.0,11.9,WEST VANCOUVER AUT,CA
2007-11-18,71784100000.0,49.35,-123.2,168.0,40.0,35.8,1014.5,994.0,2.0,3.9,46.4,35.6,0.46,0.0,10.799999999999995,WEST VANCOUVER AUT,CA
2007-11-19,71784100000.0,49.35,-123.2,168.0,35.9,33.3,1014.5,994.0,1.3,3.9,46.6,33.3,0.11,0.0,13.300000000000004,WEST VANCOUVER AUT,CA
2007-11-20,71784100000.0,49.35,-123.2,168.0,35.0,32.8,1028.1,7.2,1.7,3.9,42.8,30.2,0.15,0.0,12.599999999999998,WEST VANCOUVER AUT,CA
2007-11-21,71784100000.0,49.35,-123.2,168.0,35.2,31.4,1034.2,13.2,1.4,3.9,44.6,30.9,0.0,0.0,13.700000000000005,WEST VANCOUVER AUT,CA
2007-11-22,71784100000.0,49.35,-123.2,168.0,34.7,28.9,1032.3,11.4,1.3,2.9,44.6,30.2,0.0,0.0,14.400000000000002,WEST VANCOUVER AUT,CA
2007-11-23,71784100000.0,49.35,-123.2,168.0,35.5,29.4,1029.2,8.3,1.1,1.9,45.1,29.8,0.0,0.0,15.3,WEST VANCOUVER AUT,CA
2007-11-24,71784100000.0,49.35,-123.2,168.0,36.4,30.4,1021.8,1.1,0.8,1.9,43.7,31.5,0.0,0.0,12.200000000000005,WEST VANCOUVER AUT,CA
2007-11-25,71784100000.0,49.35,-123.2,168.0,38.2,31.8,1024.0,3.2,1.1,2.9,44.6,33.8,0.0,0.0,10.800000000000004,WEST VANCOUVER AUT,CA
2007-11-26,71784100000.0,49.35,-123.2,168.0,35.5,29.4,1024.0,3.2,2.0,4.9,45.9,33.1,0.0,0.0,12.799999999999995,WEST VANCOUVER AUT,CA
2007-11-27,71784100000.0,49.35,-123.2,168.0,34.3,32.0,1015.8,995.2,1.5,2.9,42.8,30.2,1.04,0.0,12.599999999999998,WEST VANCOUVER AUT,CA
2007-11-28,71784100000.0,49.35,-123.2,168.0,35.6,32.8,1030.1,9.2,2.1,4.9,44.6,30.6,0.02,0.0,14.0,WEST VANCOUVER AUT,CA
2007-11-29,71784100000.0,49.35,-123.2,168.0,37.1,33.7,1021.3,0.7,2.1,4.9,44.6,33.8,0.39,0.0,10.800000000000004,WEST VANCOUVER AUT,CA
2007-11-30,71784100000.0,49.35,-123.2,168.0,32.4,24.5,1023.5,2.7,1.8,4.1,39.2,26.6,0.0,0.0,12.6,WEST VANCOUVER AUT,CA
2007-12-01,71784100000.0,49.35,-123.2,168.0,29.3,23.9,1009.6,989.0,1.3,2.9,39.4,26.1,0.03,0.0,13.299999999999995,WEST VANCOUVER AUT,CA
2007-12-02,71784100000.0,49.35,-123.2,168.0,31.4,28.7,998.0,977.6,4.4,7.0,35.6,28.4,0.2,0.0,7.200000000000003,WEST VANCOUVER AUT,CA
2007-12-03,71784100000.0,49.35,-123.2,168.0,43.4,41.6,996.2,976.0,4.6,9.9,51.8,33.8,2.43,0.0,18.0,WEST VANCOUVER AUT,CA
2007-12-04,71784100000.0,49.35,-123.2,168.0,50.5,48.3,1007.4,987.3,3.6,5.8,53.2,36.3,0.85,0.0,16.900000000000006,WEST VANCOUVER AUT,CA
2007-12-05,71784100000.0,49.35,-123.2,168.0,44.3,41.0,1020.8,0.3,2.4,4.9,52.0,40.5,0.6,0.0,11.5,WEST VANCOUVER AUT,CA
2007-12-06,71784100000.0,49.35,-123.2,168.0,37.6,34.0,1015.8,995.2,1.7,4.9,46.4,32.9,0.03,0.0,13.5,WEST VANCOUVER AUT,CA
2007-12-07,71784100000.0,49.35,-123.2,168.0,34.2,29.1,1015.4,994.8,1.4,2.9,39.2,30.2,0.0,0.0,9.000000000000004,WEST VANCOUVER AUT,CA
2007-12-08,71784100000.0,49.35,-123.2,168.0,30.7,23.8,1025.9,5.0,1.4,3.9,40.1,26.6,0.0,0.0,13.5,WEST VANCOUVER AUT,CA
2007-12-09,71784100000.0,49.35,-123.2,168.0,30.2,25.0,1029.9,8.9,1.1,2.9,38.1,26.6,0.0,0.0,11.5,WEST VANCOUVER AUT,CA
2007-12-10,71784100000.0,49.35,-123.2,168.0,31.7,28.2,1027.8,6.9,0.9,2.9,37.4,28.4,0.0,0.0,9.0,WEST VANCOUVER AUT,CA
